Time,Engine RPM,Throttle Pos,Engine Temp,G Force Lat,G Force Long,G Force Vert,ADL Temp,5V Aux Supply,8V Aux Supply,Running Lap Time,Comms RS232 Diag,Bat Volts ADL,Lambda 1,Air Temp Inlet,Manifold Pres,Water Temp Post-Radiator,Fuel Actual PW,Fuel Inj Duty,Ign Advance,Brake Pressure Front,Brake Pressure Rear,G Force RSS,Fuel Base PW,Fuel AT Comp,Wheel Slip (Percent),Shock Pot Front Right,Shock Pot Front Left,Shock Pot Rear Left,Shock Pot Rear Right,Eng Oil Pres,Fuel Pres,Eng Oil Temp,Bat Volts ECU,Exhaust Temp,Susp Velocity FL,Susp Velocity FR,Susp Velocity RL,Susp Velocity RR,Drive Speed,Ground Speed,Odometer,Lap Number,Thr Pos Change,Oil Pressure Warning,Brake Temp Front,Brake Temp Rear,Calculated Gear Position,Steering Angle,Baro Pres,Fuel Temp,Pitot Tube 12.5mB,CAN 1 Bus Utilization,Air Temp Post-Radiator,Air Pressure Pre Radiator,Air Pressure Post Radiator,Water Pump Inlet Pressure,ECU Temp,Lap Distance,Bat Volts BR2,CAN 1 Transmit Error Count,CAN 0 Bus Utilization,PDM2 Errors,Pneumatic Line Pressure,Brake Bias Setting,Sync Rel Pos,Device Up Time,FAN2 Current,Water Temp Pre-Radiator,Water Pump Outlet Pressure,Wheel Speed FL,Wheel Speed FR,Wheel Speed RL,Wheel Speed RR,Radiator 1 Inlet Temp,Shifter Position,Clutch Position,Air Temp Pre-Radiator
85.5,2787,11.6,72.2,0.39,0.12,-0.04,28.7,4.966,8.095,11.22,512,13.95,0.95,26.5,75.4,63,2.468,5.7,12.3,43.9,48.1,0.4,2.076,-1.3,-18.6,0.948,0.9413,0.8118,0.8476,185.5,431.6,70,14.05,376.7,-446.1,-238.6,6.9,975.1,15.5,19.1,112138.9,3,-191,0,190,184,1,-94.4,98,62.8,-140,6.7,52.5,0.5,96.7,-12.32,48.7,178,13.89,1,8.3,8,106.98,84.6,14.4,212.011,0.1,64.7,2.21,25.6,30.8,24.9,30,72.1,1498.1,1851.3,31.3
86,3006,14.6,72.3,0.28,0.13,-0.04,28.7,4.966,8.095,11.22,512,13.96,0.95,26.5,78.8,63,2.812,6.8,18.5,78.2,30.2,0.3,2.434,-1.3,-20.3,0.9614,0.9622,0.7933,0.9213,171.9,429.6,70.1,14.08,373.7,27.8,-47.5,-197.5,527,13,16.3,112138.9,3,358,0,219,168,1,-105,98,62.9,-140,6.6,52.6,0.5,96.7,-12.32,48.7,182,14,1,8.3,8,107,79.3,13.7,212.011,0.1,64.8,2.23,21.8,26.3,20.9,25.8,72.2,1517.5,1768.4,31.4
86.5,2769,14.8,72.3,0.39,-0.07,-0.01,28.7,4.966,8.095,12.22,512,13.97,0.95,26.5,78.8,63.1,3.126,7.1,16.6,45.3,38.4,0.39,2.754,-1.3,-19.4,0.9957,1.0551,0.7114,0.8484,170.1,433.9,70.1,14.02,369.7,29.4,60.3,138.9,74.2,14.5,18,112138.9,3,0,0,193,190,1,-105.1,98,63,-140,6.5,52.7,0.5,96.7,-12.32,48.7,186,14.08,1,8.3,8,106.95,74.9,14.8,213.011,0.1,64.8,2.23,24,29.3,23.6,28.6,72.2,1503.2,1927.1,31.4
87,2850,16.6,72.5,0.38,0.06,-0.06,28.8,4.966,8.095,12.22,512,13.97,0.95,26.5,79.3,63.2,3.154,7.2,20.6,54.9,19.1,0.38,2.792,-1.3,-19.9,1.0106,1.0425,0.7382,0.826,177.9,427.8,70.1,14.18,367.4,-11.7,175.6,420,303.9,15.1,18.9,112138.9,3,774,0,197,165,1,-105.1,98,63.1,-140,6.6,52.5,0.5,96.7,-12.32,48.7,190,14.02,1,8.3,8,106.97,73.9,13.5,213.011,0.1,64.8,2.27,25.2,30.5,24.2,29.7,72.3,1531.9,1997.8,31.5
87.5,3576,9.9,72.5,0.66,0,-0.08,28.8,4.966,8.095,13.22,512,13.95,0.95,26.6,73.2,63.3,2.13,8.2,10.2,41.2,28.8,0.67,1.724,-1.3,-19.9,0.9535,1.0776,0.7331,0.6878,210.3,431.1,70.3,14.01,366.8,-483.6,-662.6,497.5,236.7,19.8,24.7,112138.9,3,-2444,0,206,169,1,-105,98,63.1,-140,6.7,52.3,0.5,96.7,-12.32,48.7,195,13.96,1,8.3,8,106.99,73.7,14.3,214.011,0.1,64.9,2.22,32.7,40.1,31.5,39.2,72.3,1727.4,1898.4,31.5
88,3690,24.9,72.6,0.52,-0.13,-0.09,28.8,4.966,8.095,13.22,512,13.94,0.95,26.6,79.8,63.4,3.498,10.7,34.8,48,15,0.54,3.14,-1.3,-16.6,1.0118,1.065,0.6433,0.5799,215.2,434.4,70.3,14.01,365.1,-84.5,305.6,-37.8,-975.1,19.3,23.1,112138.9,3,-47,0,197,172,1,-104.9,98,63.2,-140,6.7,52.3,0.5,96.6,-12.32,48.7,200,13.94,1,8.3,8,106.98,76.5,15,214.011,0.1,64.9,2.24,31.6,37.5,31.7,37.3,72.4,1766.4,1655.7,31.5
88.5,3402,8.7,72.7,0.38,0.22,0.04,28.8,4.966,8.095,14.22,512,13.94,0.95,26.6,67.4,63.4,2.094,6,10,42.6,58.9,0.42,1.684,-1.3,-15.5,0.9024,0.9551,0.8445,0.965,206,431.2,70.3,13.98,365.1,568.4,-74.2,-953.4,-1219.8,18.6,22.1,112138.9,3,-182,0,190,182,1,-74.2,98,63.3,-140,6.7,52.3,0.5,96.6,-12.32,48.7,205,13.94,1,8.3,8,106.95,76.7,14.4,215.011,0.1,65.1,2.2,30.5,35.1,29.9,34.4,72.4,1667,2089.9,31.5
89,3282,11.3,72.8,-0.12,-0.1,0.03,28.8,4.966,8.095,14.22,512,13.96,0.95,26.6,72.3,63.5,2.292,6.4,12.4,46.6,42.6,0.15,1.898,-1.3,-4,0.9484,0.8453,0.7142,1.089,198.7,434.9,70.3,14.09,362.7,-521.2,-1730.1,1247.3,885.1,19.1,19.9,112138.9,3,-718,0,190,181,1,18.9,98,63.4,-140,6.7,52.4,0.5,96.6,-12.32,48.7,209,14.01,1,8.3,8,106.95,68,15.7,215.011,0.1,65.1,2.22,32,30.3,31.5,30.8,72.5,1678.3,2098.1,31.4
89.5,3411,24.2,72.9,-0.28,-0.26,-0.06,28.8,4.966,8.095,15.22,512,13.95,0.95,26.6,81.1,63.6,3.492,9.4,33.9,38.4,42.6,0.38,3.136,-1.3,-9.8,1.1142,0.9606,0.4756,0.872,194.9,435.1,70.4,14.06,360.9,-166.7,-240.9,474.2,485,18.1,20,112138.9,3,639,0,196,185,1,70.3,98,63.4,-140,6.7,52.5,0.5,96.6,-12.32,48.7,214,14.06,1,8.3,8,106.98,60.5,15.4,216.011,0.1,65.1,2.26,32.7,28.4,32.7,29.8,72.5,1729.5,2008,31.4
90,3633,10.3,73,-0.26,-0.02,-0.07,28.8,4.966,8.095,15.22,512,13.97,0.95,26.6,71,63.6,2.178,8.1,10.6,76.8,17.8,0.26,1.774,-1.3,-8.2,1.0496,0.8815,0.5598,0.8972,211.7,437.7,70.4,14.02,360.4,-425.6,-127,-207.8,62.8,21.4,23.4,112138.9,3,-2338,0,210,174,1,35,98,63.5,-140,6.8,52.6,0.5,96.6,-12.32,48.7,219,14.04,1,8.3,8,106.99,57.1,13.7,216.011,0.1,65.1,2.25,37.5,33.9,36.9,34.4,72.6,1722.3,2032.6,31.3
90.5,3165,8.9,73,-0.49,0.24,-0.03,28.8,4.966,8.095,16.22,512,13.96,0.95,26.6,68.8,63.7,2.11,5.4,10,60.3,26,0.55,1.706,-1.3,-18.3,1.0008,0.8366,0.6272,1.1776,199.4,433.8,70.4,14.05,360.4,-3.6,112.8,-194.5,889.2,16.4,20.1,112138.9,3,68,0,189,169,1,84.2,98,63.6,-140,6.8,52.6,0.5,96.7,-12.32,48.7,224,14.02,1,8.3,8,106.97,54.2,14.1,217.011,0.1,65.1,2.22,32,26.8,31,26.1,72.6,1597.4,2100.2,31.2
91,3297,20,73.1,-0.31,-0.19,-0.03,28.8,4.966,8.095,16.22,512,13.94,0.95,26.6,80.6,63.7,3.094,8.5,28.2,41.2,30.2,0.36,2.726,-1.3,-16.8,1.1071,0.9217,0.5587,0.978,193,432.9,70.4,14.08,363.1,-942,-707.3,2215.5,2401.6,16.6,19.9,112139,3,-1017,0,190,171,1,86,98,63.7,-140,6.6,52.6,0.5,96.7,-12.32,48.7,228,14.02,1,8.3,8,106.98,52.7,16.3,217.011,0.1,65.1,2.28,32.1,27,31.7,27.6,72.7,1631.1,2030.5,31.1
91.5,3120,9.5,73.2,-0.5,0.06,-0.02,28.8,4.966,8.095,17.22,512,13.95,0.95,26.6,71.3,63.7,2.124,6.6,10,60.3,37,0.51,1.714,-1.3,-15.8,1.1004,0.8579,0.5669,1.0685,200.6,434.1,70.4,13.95,362.7,-516.2,-268.9,522,984.5,18.6,22.2,112139,3,-1087,0,207,183,1,85.4,98,63.7,-140,6.5,52.6,0.5,96.7,-12.32,48.7,233,14.01,1,8.3,8,106.98,53.6,14.3,218.011,0.1,65.1,2.23,35.9,29.7,34.5,29.5,72.7,1671.1,2050,31.1
92,3231,22,73.3,-0.32,-0.32,0.03,28.8,4.966,8.094,17.22,512,13.92,0.95,26.6,79.5,63.6,3.298,8.7,30.8,49.4,49.4,0.43,2.93,-1.3,-2.4,1.1075,0.9465,0.485,0.9457,189.1,436.3,70.4,13.98,360.4,880.1,900.6,-2105.7,-1804.3,17.7,18.2,112139,3,628,0,206,183,1,104.2,98,63.6,-140,6.6,52.6,0.5,96.7,-12.32,48.7,237,13.95,1,8.3,8,106.98,62.8,13.7,218.011,0.1,65.1,2.24,30,24.6,29.6,32.1,72.8,1716.2,1654.8,31.1
92.5,2988,11.9,73.3,-0.46,0.09,-0.04,28.8,4.966,8.094,18.22,512,13.95,0.95,26.6,74.9,63.6,2.44,6.9,13.5,50.8,46.6,0.46,2.05,-1.3,-21.1,1.1272,0.8748,0.576,1.0004,188.7,435.7,70.4,14.08,358.1,116.7,0.8,-345.9,-398.6,16.3,20.7,112139,3,-1003,0,194,177,1,105.2,98,63.6,-140,6.7,52.6,0.5,96.7,-12.32,48.7,242,13.91,1,8.3,8,107,68.4,14.1,219.011,0.1,65.1,2.25,33.2,26.6,31.9,26.1,72.8,1612.7,1923,31.1
93,3291,21.6,73.4,-0.31,-0.27,-0.06,28.8,4.966,8.095,18.22,512,13.95,0.95,26.6,79.6,63.6,3.08,8.1,30.9,49.4,19.1,0.4,2.714,-1.3,-11,1.0752,0.9185,0.5374,0.9909,179.4,433,70.4,14.11,355.8,196.7,481.7,-1236.5,-1397.9,15.3,17.2,112139,3,947,0,186,175,1,105,98,63.6,-140,6.6,52.6,0.5,96.7,-12.32,48.7,246,13.94,1,8.3,8,106.97,60.9,13.8,219.011,0.1,65.1,2.25,28.4,22.7,28.2,33.3,72.9,1687.5,1807.3,31.2
93.5,3552,22.9,73.4,0.12,-0.26,-0.03,28.8,4.966,8.095,19.22,512,13.95,0.95,26.6,80.3,63.5,3.254,9.3,32.6,39.8,13.6,0.29,2.886,-1.3,-0.3,1.0291,1.0197,0.5638,0.7732,192.8,432.5,70.4,14,353.4,111.7,529.2,-815.9,342.8,20.1,20.1,112139,3,142,0,186,173,1,-18.5,98,63.6,-140,6.5,52.6,0.5,96.6,-12.32,48.7,250,13.95,1,8.3,8,106.97,55.9,15.2,220.011,0.1,65.1,2.25,32.5,32.4,32.8,33.3,73,1704.9,1994.7,31.3
94,5073,77.3,73.5,-0.08,-0.71,0.01,28.8,4.966,8.095,19.22,512,13.91,0.95,26.6,95.8,63.5,6.554,25.3,35,53.5,35.7,0.73,6.296,-1.3,3.5,1.163,1.0268,0.3957,0.7016,243.1,433.8,70.4,13.99,355.6,-111.7,-98.1,190.6,965.9,28.7,27.7,112139,3,1364,0,202,171,1,2.4,98,63.5,-140,6.6,52.7,0.5,96.6,-12.32,48.7,256,13.91,1,8.3,8,106.99,59.4,17.4,220.011,0.1,65.1,2.27,45.9,44.4,47.4,47.4,73.1,1947.6,1575.9,31.4
94.5,7380,50.6,73.6,-0.32,-0.57,0.08,28.8,4.966,8.095,20.22,512,13.89,0.95,26.7,81.5,63.5,5.538,36.8,35,79.6,52.1,0.68,5.234,-1.3,-1.3,1.0768,0.8795,0.3287,0.7898,364.3,430.1,70.5,13.83,365,-554.8,-1069,16.9,738.4,41.1,41.6,112139,3,-8899,0,196,172,1,13.5,98,63.5,-140,6.7,52.7,0.5,96.6,-12.32,48.7,263,13.88,1,8.3,8,106.98,61.9,10.2,221.011,0.1,65.1,2.17,67.9,64.1,68.8,69.3,73.2,2010.1,1640.4,31.4
95,6006,8.3,73.7,-0.18,0.52,-0.1,28.8,4.966,8.095,20.22,512,13.92,0.95,26.7,45,63.4,1.816,9.2,30.8,376.3,299.4,0.54,1.392,-1.3,-3.5,0.8661,0.7272,0.7945,1.1291,364.4,431.9,70.5,13.94,369.7,-694.5,-657.8,556.7,460.9,34.9,36.1,112139,3,-104,0,205,179,1,7.8,98,63.5,-140,6.6,52.8,0.5,96.6,-12.32,48.7,271,13.9,1,8.3,8,107,60.5,10.8,221.011,0.1,65.1,2.16,57.8,55.5,56.5,55.6,73.3,1967,2130.9,31.5
95.5,4959,8.3,73.7,-0.68,0.35,-0.04,28.8,4.966,8.095,21.22,512,13.93,0.95,26.6,45.5,63.4,1.82,7.6,16.9,118,98.8,0.73,1.398,-1.3,-12.7,1.0827,0.7567,0.6315,1.213,297.6,434.5,70.5,13.93,369.6,473.9,573.4,-722.3,-293.4,27.1,31.1,112139,3,5,0,202,173,1,56.1,98,63.5,-140,6.5,52.8,0.5,96.6,-12.32,48.7,280,13.92,1,8.3,8,106.98,59.7,24,222.011,0.1,65.1,2.18,49.9,43.4,48.6,43.5,73.4,1875.9,1859.6,31.6
96,5445,17.8,73.8,-0.96,-0.04,-0.01,28.8,4.966,8.095,21.22,512,13.93,0.95,26.5,59.3,63.4,2.406,13.3,33.2,45.3,49.4,0.97,2.004,-1.2,-1.7,1.2059,0.8094,0.4476,1.174,294.1,432.7,70.5,13.93,367.4,54.2,507.3,-216.4,296.7,31.2,31.7,112139,3,-2615,0,208,182,1,88.2,98,63.4,-140,6.5,52.9,0.5,96.7,-12.32,48.7,287,13.95,1,8.3,8,106.98,61.2,18.1,222.011,0.1,65.1,2.16,51.2,42.3,50.6,50,73.5,2016.2,1656.8,31.7
96.5,5079,31.8,73.8,-0.69,-0.08,0.1,28.8,4.966,8.095,22.22,512,13.93,0.95,26.4,69.9,63.4,3.73,12.9,35,52.1,49.4,0.68,3.374,-1.2,-9.4,1.1303,0.8154,0.5421,1.1,281.2,433.7,70.6,14,367.4,200,239.2,-377.8,287,26.8,29.6,112139,3,2824,0,196,179,1,65.9,98,63.4,-140,6.5,52.9,0.5,96.7,-12.34,48.7,294,13.96,1,8.3,8,106.99,62.4,18.7,223.011,0.1,65.1,2.18,47.6,41.4,47.5,45.5,73.6,1971.2,1532.9,31.8
97,5904,27.1,73.8,-0.99,-0.16,-0.05,28.8,4.966,8.095,22.22,512,13.93,0.95,26.4,66.9,63.4,3.344,17.6,35,74.1,48,0.99,2.98,-1.2,-1.3,1.198,0.8004,0.3996,1.0874,314.6,433,70.7,14.05,369.1,-435.9,46.4,88.9,508.4,34,34.4,112139,3,-1764,0,205,175,1,69.8,98,63.4,-140,6.5,53,0.5,96.7,-12.32,48.7,301,13.88,1,8.3,8,106.98,62.5,12.7,223.011,0.1,65.2,2.17,55.7,46.9,54.9,54.9,73.7,2021.3,1668,31.7
97.5,5307,11.5,73.8,-0.2,0.35,-0.08,28.8,4.966,8.095,23.22,512,13.93,0.95,26.4,49.1,63.4,1.822,7.8,21.4,93.3,85.1,0.42,1.404,-1.3,-8,0.937,0.7799,0.6795,1.1075,298.1,433.4,70.7,13.99,369.7,-109.7,-115,589.5,347.5,29,31.5,112139,3,715,0,198,177,1,19.1,98,63.4,-140,6.5,53,0.5,96.6,-12.33,48.7,309,13.84,1,8.3,8,106.98,61.8,14.2,224.011,0.1,65.3,2.17,50.2,47.8,49.2,46.9,73.7,1868.8,1842.1,31.7
98,5313,19,73.7,0.71,0.07,-0.04,28.9,4.966,8.095,23.22,512,13.94,0.95,26.4,57,63.4,2.502,11.6,34,109.8,52.1,0.72,2.102,-1.2,-7.1,0.8996,1.0197,0.7961,0.7504,295.8,433.6,70.7,13.91,369.7,364.5,-24.7,705.6,68.6,29.5,31.8,112139,3,-810,0,208,174,1,-60.9,98,63.4,-140,6.6,53.1,0.5,96.6,-12.32,48.7,316,13.92,1,8.3,8,106.98,58.4,13.8,224.011,0.1,65.3,2.2,46.4,51.6,47.7,52.2,73.9,1946.5,1669,31.8
98.5,5184,16,73.7,0.46,-0.02,0,28.9,4.966,8.095,24.22,512,13.94,0.95,26.4,52.9,63.5,2.24,9.8,30.9,63.1,79.6,0.46,1.836,-1.2,-9.3,0.878,0.9693,0.761,0.8996,288.7,434.9,70.8,14,369.7,-605.6,33.6,97.5,787,28.8,31.7,112139,3,-153,0,211,180,1,-49,98,63.4,-140,6.7,53.2,0.5,96.6,-12.34,48.7,322,13.99,1,8.3,8,106.99,56.8,15.7,225.011,0.1,65.4,2.19,46.9,51,46.5,50.6,74,2078.6,1991.6,31.8
99,4704,12,73.7,-0.73,0.15,-0.07,28.9,4.966,8.095,24.22,512,13.95,0.95,26.4,51.8,63.5,2.028,7.9,20.3,85.1,83.7,0.73,1.614,-1.2,-14.1,1.0787,0.7185,0.624,1.1709,281.3,433.5,70.8,13.94,369.6,-371.4,292,193.3,748.1,25.9,30.2,112139.1,3,-149,0,202,184,1,59.7,98,63.5,-140,6.8,53.3,0.5,96.6,-12.32,48.8,329,14.01,1,8.3,8,106.98,61.3,17.6,225.011,0.1,65.5,2.19,48.1,41.2,47.4,41.7,74.1,2000.8,1769.4,31.9
99.5,4944,34.4,73.6,-0.35,-0.3,-0.17,28.9,4.966,8.095,25.22,512,13.94,0.95,26.4,77.3,63.5,4.06,16.4,35,57.6,64.5,0.45,3.716,-1.2,-3.5,1.0909,0.822,0.4287,0.7953,270.3,434.4,70.8,14,367.4,-753.7,-202.8,-471.1,-1427.3,28.2,29.2,112139.1,3,322,0,197,183,1,46.8,98,63.5,-140,6.8,53.3,0.5,96.6,-12.34,48.8,336,14.01,1,8.3,8,106.97,65.7,18.8,226.011,0.1,65.6,2.21,46.8,42.9,47,44.5,74.1,1872.8,1509.3,31.9
100,5943,33.1,73.5,0.74,-0.15,0.03,28.9,4.966,8.095,25.22,512,13.92,0.95,26.4,72.3,63.6,3.948,19.5,35,89.2,50.8,0.72,3.598,-1.3,-2.9,0.9602,1.1339,0.6583,0.6941,306.4,432.9,71,13.94,369.7,1386.5,-256.7,472.5,808.1,33.3,34.3,112139.1,3,-551,0,202,176,1,-57.5,98,63.5,-140,6.7,53.4,0.5,96.6,-12.33,48.8,343,13.97,1,8.3,8,106.98,69.9,11.9,226.011,0.1,65.7,2.2,49.7,55,54.3,56.1,74.2,2039.7,1626.1,31.9
100.5,7470,99.7,73.5,0.13,-0.65,0.25,28.9,4.966,8.095,26.22,512,13.86,0.95,26.5,96.1,63.6,7.052,42.4,35,35.7,16.4,0.68,6.8,-1.3,3.5,1.1008,1.076,0.4039,0.6252,370.2,429.3,71,13.84,376.2,-160.8,33.3,219.5,610.6,42.9,41.4,112139.1,3,1087,0,201,178,1,-16.2,98,63.5,-140,6.7,53.4,0.5,96.6,-12.32,48.8,312,13.93,1,8.3,8,106.98,71,16.4,227.011,0.1,65.8,2.15,66.4,67.4,69.5,69.3,74.2,2075.6,1594.3,31.9
101,9804,100,73.5,-0.14,-0.61,0.32,28.9,4.966,8.095,26.22,512,13.82,0.95,26.6,95,63.7,7.546,59.5,35,30.2,16.4,0.58,7.3,-1.3,2.5,1.0626,1.0437,0.315,0.678,448.6,424.9,71,13.73,389.8,1166.5,233.9,-621.4,1024.5,56.2,54.8,112139.1,3,11,0,204,178,1,-5.3,98,63.6,-140,6.8,53.5,0.5,96.6,-12.32,48.8,142,13.88,1,8.3,8,106.98,61.3,11.9,227.011,0.1,65.9,2.09,88.4,87.6,91.3,92.3,74.2,2015.2,1909.7,31.9
101.5,9774,12.2,73.4,-0.12,0.62,0.53,28.9,4.966,8.095,0.39,512,13.75,0.95,26.8,33.2,63.8,2.326,22.8,35,513.7,477.9,0.61,1.892,-1.3,-5.4,0.7421,0.6417,0.9201,1.2858,499.9,423.9,71.1,13.58,412.3,-1289.8,-1409.8,3576.1,3088.6,57.3,60.5,112139.1,4,-5191,0,205,182,1,-2.1,98,63.6,-140,6.8,53.5,0.5,96.6,-12.32,48.8,13,13.85,1,8.3,8,106.97,55.9,10.7,228.011,0.1,65.9,1.99,96,95.6,93.7,89.8,74.2,1965,2530.3,31.9
102,7944,9.6,73.4,-0.17,0.41,0.09,28.9,4.966,8.095,0.39,512,13.89,0.95,26.7,30,63.9,1.488,10,35,233.4,222.4,0.51,1.048,-1.3,-2.9,0.8071,0.6634,0.7358,1.1197,469.9,429.2,71.1,13.87,415.3,-540.9,-546.7,440.6,586.4,46.2,47.6,112139.1,4,-31,0,217,190,1,2.8,98,63.7,-140,6.7,53.5,0.5,96.6,-12.32,48.8,24,13.91,1,8.3,8,106.95,65.3,6.9,228.011,0.1,66,2.04,76.7,74.3,74.3,74.9,74.2,1800.1,2130.4,31.8
102.5,7080,39.6,73.3,-0.56,0.17,0.17,28.9,4.966,8.095,1.39,512,13.91,0.95,26.4,67.1,63.9,4.048,15.5,35,79.6,26,0.57,3.696,-1.2,-5.9,0.9917,0.7122,0.652,1.1303,386.5,435.5,71.1,13.94,412.8,132,-225,-744.2,-1048.7,38,40.4,112139.1,4,8928,0,221,195,1,26,98,63.8,-140,6.7,53.5,0.5,96.6,-12.34,48.8,35,13.95,1,8.3,8,106.98,73.6,13,229.011,0.1,66,2.07,64.6,60.1,63.4,60.9,74.2,1974.2,2449.4,31.8
103,6522,15.7,73.3,-0.68,0.24,0.02,28.9,4.966,8.095,1.39,512,13.91,0.95,26.2,48.6,63.9,1.888,10.1,34.4,61.8,48,0.72,1.468,-1.2,-8.2,1.0012,0.6492,0.6031,1.1441,377.9,435.4,71.1,13.95,411.3,-697,-802,-480.6,-430,36.4,39.6,112139.1,4,3404,0,217,190,1,30.9,98,63.9,-140,6.7,53.5,0.5,96.6,-12.32,48.8,44,13.94,1,8.3,8,106.98,77.8,8.8,229.011,0.1,66.2,2.11,62.7,58.5,63.3,58.5,74.2,2072.5,2158.5,31.7
103.5,6306,9.6,73.2,-1.06,0.32,0.02,28.9,4.966,8.095,2.39,512,13.91,0.95,26.2,47.7,64.1,1.758,9.4,32.6,65.8,28.8,1.12,1.334,-1.2,-9.2,1.3232,0.7925,0.5051,1.1795,368.5,438.3,71.2,13.96,410.2,779,1752.9,-3224.4,-773.1,36.4,40.1,112139.1,4,-459,0,218,193,1,43.8,98,63.9,-140,6.7,53.5,0.5,96.6,-12.32,48.8,53,13.94,1,8.3,8,106.98,80.3,9.4,230.011,0.1,66.3,2.08,64,54.3,63.3,58.2,74.2,1847.3,1870.8,31.7
104,6600,28.6,73.1,-1.03,-0.08,0.02,28.9,4.966,8.095,2.39,512,13.91,0.95,26.3,63.7,64.1,3.41,18.5,35,41.2,16.4,1.04,3.038,-1.2,-3.3,1.1571,0.7346,0.5244,1.1858,363.5,436.9,71.2,13.92,407.6,-456.1,-468.9,1261.2,995.4,37.2,38.5,112139.2,4,-166,0,221,194,1,63,98,64,-140,6.6,53.4,0.5,96.6,-12.32,48.8,61,13.96,1,8.3,8,106.96,76.6,10.4,230.011,0.1,66.3,2.12,62.1,53.2,61.7,65,74.1,1918.9,1786.8,31.7
104.5,6603,21.8,73.1,-0.98,-0.03,0.05,28.9,4.966,8.095,3.39,512,13.92,0.95,26.4,55.8,64.2,2.552,15.7,35,46.7,13.6,0.96,2.152,-1.2,-3.8,1.1764,0.778,0.4516,1.0665,381.9,437.2,71.4,13.92,407.6,491.7,106.4,-190.8,-558.7,38.2,39.7,112139.2,4,-1024,0,217,190,1,43.9,98,64.1,-140,6.5,53.3,0.5,96.6,-12.32,48.8,70,13.98,1,8.3,8,106.97,73.7,15.4,231.011,0.1,66.3,2.1,63.7,56.7,62.6,60.5,74.1,2037.7,1752,31.7
105,6342,20.7,73,-1,0.12,-0.03,28.9,4.966,8.095,3.39,512,13.93,0.95,26.4,56.4,64.2,2.406,12.6,35,75.5,23.3,0.99,2.002,-1.2,-10.4,1.1327,0.7492,0.5098,1.1925,371.4,434.9,71.4,13.94,405.1,-23.9,-222,-678.9,221.7,34.6,38.6,112139.2,4,-11,0,214,188,1,56.9,98,64.2,-140,6.6,53.1,0.5,96.7,-12.32,48.8,79,13.96,1,8.3,8,106.98,73.5,10.7,231.011,0.1,66.4,2.13,62.4,54.3,61.4,56.5,74.1,1803.2,2033.6,31.6
105.5,6039,20.8,73,-0.73,0.07,-0.03,28.9,4.966,8.095,4.39,512,13.93,0.95,26.4,56.5,64.3,2.482,12.5,35,43.9,41.2,0.73,2.086,-1.2,-8.6,1.1335,0.778,0.5587,1.1067,351.7,433.9,71.5,14.01,404.9,446.7,-292,210,-614.8,34,37.2,112139.2,4,5,0,216,188,1,45.9,98,64.2,-140,6.7,52.9,0.5,96.7,-12.32,48.8,88,13.95,1,8.3,8,106.98,71.1,9.1,232.011,0.1,66.5,2.09,59.9,53.6,58.9,54.9,74.1,1952.7,1987.6,31.5
106,6447,33.5,73,-0.8,-0.14,-0.03,28.9,4.966,8.095,4.39,512,13.93,0.95,26.4,68.3,64.4,3.938,20,35,65.8,42.6,0.8,3.59,-1.2,-1.3,1.1669,0.8118,0.4622,1.0602,333.2,433.7,71.5,13.99,402.5,339.2,313.4,-391.4,-1091.5,36.8,37.3,112139.2,4,756,0,217,187,1,53.9,98,64.3,-140,6.7,53,0.5,96.7,-12.32,48.8,96,13.94,1,8.3,8,106.97,60.9,12.5,232.011,0.1,66.5,2.1,60.7,53.2,60,59.5,74.1,1935.3,1785.8,31.4
106.5,6549,11.1,73,-0.08,0.19,-0.04,28.9,4.966,8.095,5.39,512,13.93,0.95,26.4,51.2,64.4,1.752,14.2,33.9,292.5,269.2,0.21,1.33,-1.3,-1,0.95,0.852,0.6634,0.9098,372.2,434.5,71.5,13.97,404.6,107.8,-1747.9,2127.1,-612.5,39.1,39.5,112139.2,4,-3847,0,217,190,1,5.1,98,64.3,-140,6.7,53.1,0.5,96.6,-12.34,48.8,104,13.95,1,8.3,8,106.98,54,13.7,233.011,0.1,66.6,2.13,62.5,61.4,62.5,62.3,74.1,1980.4,2092,31.3
107,5739,8.9,73,0.48,0.23,-0.03,28.9,4.966,8.095,5.39,512,13.93,0.95,26.5,46.4,64.5,1.864,9,24,159.3,112.6,0.51,1.448,-1.3,-4.3,0.8618,0.9457,0.8354,0.9783,330.7,432,71.5,13.96,402.4,-225.3,-213.6,769.8,800.3,32.6,34.1,112139.2,4,-9,0,223,194,1,-32,98,64.4,-140,6.6,53.2,0.5,96.7,-12.32,48.8,112,13.99,1,8.3,8,106.98,59.1,10.7,233.011,0.1,66.6,2.13,52.7,54.9,52.5,55.2,74.1,1991.6,2339.8,31.3
107.5,5607,21.4,73,0.5,-0.03,-0.07,28.9,4.966,8.095,6.39,512,13.93,0.95,26.4,57.3,64.6,2.692,12.4,35,35.7,23.3,0.49,2.304,-1.2,-6.3,0.9539,1.0323,0.7083,0.7961,306.7,431.9,71.6,14,400,444.2,127.2,-167.2,-256.1,30.9,33.1,112139.2,4,149,0,212,188,1,-41.1,98,64.4,-140,6.5,53.3,0.5,96.6,-12.32,48.8,120,14.01,1,8.3,8,106.98,63.8,11.9,234.011,0.1,66.6,2.16,49.5,53.3,50.2,53.5,74.1,1872.8,2057.2,31.3
