Time,Engine RPM,Throttle Pos,Engine Temp,G Force Lat,G Force Long,G Force Vert,ADL Temp,5V Aux Supply,8V Aux Supply,Running Lap Time,Comms RS232 Diag,Bat Volts ADL,Lambda 1,Air Temp Inlet,Manifold Pres,Water Temp Post-Radiator,Fuel Actual PW,Fuel Inj Duty,Ign Advance,Brake Pressure Front,Brake Pressure Rear,G Force RSS,Fuel Base PW,Fuel AT Comp,Wheel Slip (Percent),Shock Pot Front Right,Shock Pot Front Left,Shock Pot Rear Left,Shock Pot Rear Right,Eng Oil Pres,Fuel Pres,Eng Oil Temp,Bat Volts ECU,Exhaust Temp,Susp Velocity FL,Susp Velocity FR,Susp Velocity RL,Susp Velocity RR,Drive Speed,Ground Speed,Odometer,Lap Number,Thr Pos Change,Oil Pressure Warning,Brake Temp Front,Brake Temp Rear,Calculated Gear Position,Steering Angle,Baro Pres,Fuel Temp,Pitot Tube 12.5mB,CAN 1 Bus Utilization,Air Temp Post-Radiator,Air Pressure Pre Radiator,Air Pressure Post Radiator,Water Pump Inlet Pressure,ECU Temp,Lap Distance,Bat Volts BR2,CAN 1 Transmit Error Count,CAN 0 Bus Utilization,PDM2 Errors,Pneumatic Line Pressure,Brake Bias Setting,Sync Rel Pos,Device Up Time,FAN2 Current,Water Temp Pre-Radiator,Water Pump Outlet Pressure,Wheel Speed FL,Wheel Speed FR,Wheel Speed RL,Wheel Speed RR,Radiator 1 Inlet Temp,Shifter Position,Clutch Position,Air Temp Pre-Radiator
63,4281,23.1,71.9,-0.41,-0.19,-0.07,28.6,4.966,8.095,15.33,512,13.95,0.95,26.8,73.5,60.8,3,10.7,35,39.8,26,0.45,2.62,-1.3,-9.8,1.0803,0.8551,0.5358,0.935,241.5,435.2,68.5,13.96,343.6,-363.9,-1214.5,132.8,229.2,23.5,26.1,112138.6,2,-823,0,183,158,1,57.8,98,60.7,-140,6.3,51.1,0.5,96.6,-12.32,48.6,223,14,1,8.3,8,106.98,56,14.5,189.011,0.1,62.3,2.19,42,37.1,41.6,37.9,69.7,1740.8,2515.9,31.2
63.5,3906,10.8,71.9,-0.54,0.45,0,28.6,4.966,8.095,16.33,512,13.95,0.95,26.8,63.9,60.8,2.202,8,11.6,325.5,273.3,0.69,1.796,-1.3,-15.3,1.0559,0.8354,0.6673,1.1657,251.9,434.2,68.5,13.97,343.6,-8.9,-355.6,1245.1,499.2,21.4,25.3,112138.6,2,-1017,0,180,152,1,73.8,98,60.7,-140,6.3,51.1,0.5,96.7,-12.32,48.6,228,13.99,1,8.3,8,106.99,53.5,14.3,190.011,0.1,62.3,2.17,40.4,34.4,39.7,34.1,69.7,1630.1,2241.5,31.1
64,2952,9.1,72,-0.5,0.25,-0.04,28.6,4.966,8.095,16.33,512,13.96,0.95,26.7,67.5,60.8,2.126,5.6,10,65.8,52.1,0.56,1.72,-1.3,-22.4,1.052,0.8264,0.6547,1.1429,205.3,434.2,68.5,14,344,68.1,106.4,-101.4,361.1,15.8,20.4,112138.6,2,-54,0,182,170,1,104.4,98,60.8,-140,6.3,51,0.5,96.6,-12.32,48.6,233,13.98,1,8.3,8,107,66.9,15.8,190.011,0.1,62.3,2.19,32.9,26.3,31.2,25.1,69.8,1498,2130.9,31.1
64.5,3057,16.6,72.1,-0.43,-0.05,-0.05,28.6,4.966,8.095,17.33,512,13.94,0.95,26.7,78.3,60.8,2.986,7.4,22,37,35.7,0.43,2.608,-1.3,-21.2,1.098,0.8504,0.5646,1.0945,192.4,432.6,68.5,13.99,346.5,-762.8,-236.4,663.1,1300.1,15.6,19.8,112138.6,2,-193,0,175,169,1,104.2,98,60.8,-140,6.3,51,0.5,96.7,-12.32,48.6,238,13.97,1,8.3,8,106.95,74.5,15,191.011,0.1,62.3,2.22,31.9,25.7,30.6,25.2,69.8,1583,2283.5,31.1
65,3132,13.9,72.2,-0.43,0.02,-0.04,28.6,4.966,8.095,17.33,512,13.94,0.95,26.7,74.9,60.8,2.692,7,17.5,35.7,15,0.43,2.306,-1.3,-19.6,1.1087,0.8992,0.5181,1.0264,193.3,438.7,68.5,14.01,344.1,223.9,-158.9,-800.1,-439.8,16.5,20.6,112138.6,2,-286,0,172,159,1,105,98,60.8,-140,6.4,51,0.5,96.7,-12.32,48.6,242,13.99,1,8.3,8,106.99,61.3,15.1,191.011,0.1,62.3,2.16,32.8,27.1,32.1,26.5,69.9,1584,2311.1,31.1
65.5,2724,11.4,72.2,-0.35,0.22,-0.02,28.6,4.966,8.095,18.33,512,13.96,0.95,26.7,76.7,60.8,2.454,5.5,11.7,54.8,24.6,0.41,2.062,-1.3,-21.5,1.0701,0.8835,0.611,1.0965,181.8,436.4,68.5,14.03,341.8,34.7,-127,244.7,35,14.5,18.5,112138.6,2,-270,0,183,150,1,105,98,60.8,-140,6.4,51,0.5,96.7,-12.32,48.6,247,14,1,8.3,8,107,53.4,13.8,192.011,0.1,62.3,2.19,29.7,24.3,28.4,23.3,69.9,1595.4,2149.3,31.1
66,2538,22.6,72.3,0.16,0.11,-0.03,28.7,4.966,8.095,18.33,512,13.96,0.95,26.7,83.3,60.8,4.05,6.1,31.4,52.1,39.8,0.19,3.702,-1.3,-2.4,0.9929,0.9594,0.6902,0.9102,168.3,433.2,68.6,13.92,340.7,172.8,-153.9,250.3,-210.9,14,14.3,112138.6,2,4482,0,174,165,1,8,98,60.8,-140,6.5,51,0.5,96.6,-12.32,48.6,250,13.95,1,8.3,8,106.98,64.2,14,192.011,0.1,62.3,2.22,22.8,22.3,22.8,22.5,70,1491.9,2186.2,31.2
66.5,3933,40.9,72.3,0.05,-0.51,-0.05,28.7,4.966,8.095,19.33,512,13.94,0.95,26.7,89.5,60.8,4.68,14.8,35,42.6,45.3,0.51,4.354,-1.3,1,1.1197,0.9968,0.4709,0.7087,201.2,431.7,68.6,13.93,339.5,-127.5,205.8,-114.2,-44.4,22.3,22.1,112138.6,2,-1802,0,171,169,1,-12,98,60.8,-140,6.5,51,0.5,96.6,-12.32,48.6,255,13.92,1,8.3,8,106.96,69.8,17.1,193.011,0.1,62.3,2.2,35.2,35.2,36.6,36.3,70.1,1633.2,2054,31.3
67,5526,40.2,72.4,-0.11,-0.51,-0.04,28.7,4.966,8.095,19.33,512,13.92,0.95,26.8,81.3,60.7,4.598,20.3,35,35.7,35.7,0.53,4.268,-1.3,-0.2,1.1386,0.9717,0.428,0.7535,277.5,432.7,68.6,13.93,342,-414.2,343.6,-76.1,5.6,31.5,31.6,112138.6,2,-11,0,182,162,1,2.4,98,60.8,-140,6.5,51.1,0.5,96.6,-12.32,48.6,262,13.96,1,8.3,8,106.95,56.5,19.9,193.011,0.1,62.3,2.16,51.4,49.2,52.1,51,70.2,1858.5,2124.8,31.4
67.5,6249,8.4,72.5,-0.27,0.05,0.02,28.7,4.966,8.095,20.33,512,13.92,0.95,26.8,50.7,60.8,1.772,9.2,32.2,122.2,127.7,0.29,1.35,-1.3,-3.2,1.0059,0.8087,0.6996,1.1024,355.7,433.6,68.8,13.96,348.8,349.8,-631.2,610.6,372,35.8,37,112138.6,2,-763,0,183,159,1,15.4,98,60.8,-140,6.5,51.2,0.5,96.6,-12.32,48.6,269,13.98,1,8.3,8,106.99,47.6,11.6,194.011,0.1,62.3,2.09,59.7,56.9,58.6,57.5,70.3,1824.7,2642.9,31.4
68,4920,8.2,72.5,-0.32,0.77,-0.07,28.7,4.966,8.095,20.33,512,13.92,0.95,26.8,45.5,60.7,1.82,7.8,16.7,502.6,375,0.79,1.4,-1.3,-5.3,0.9217,0.7303,0.7787,1.2047,336.7,429.9,68.8,13.97,348.8,-716.2,-368.4,974.5,1456.5,28.2,29.8,112138.6,2,0,0,186,156,1,19.1,98,60.8,-140,6.5,51.3,0.5,96.6,-12.32,48.6,276,13.91,1,8.3,8,106.98,54.1,13.7,194.011,0.1,62.4,2.16,47.9,44.8,46.9,45,70.4,1789.9,2278.4,31.5
68.5,3990,8.3,72.6,-0.51,0.32,-0.02,28.7,4.966,8.095,21.33,512,13.93,0.95,26.7,59.5,60.8,2.08,6.8,10.2,124.9,107,0.61,1.672,-1.3,-17.1,1.0697,0.7591,0.7236,1.1898,251.7,433.3,68.8,14.01,348.8,3.9,-187,633.1,58.3,20.7,24.9,112138.6,2,0,0,191,155,1,74.1,98,60.8,-140,6.5,51.3,0.5,96.7,-12.32,48.6,282,13.88,1,8.3,8,106.98,60.7,14.3,195.011,0.1,62.4,2.17,40.3,33.9,38.8,33.1,70.5,1637.3,2260.9,31.5
69,4008,20.6,72.6,-0.57,0.01,-0.09,28.7,4.966,8.095,21.33,512,13.93,0.95,26.5,73.2,60.8,2.916,9.3,33.1,79.6,24.6,0.57,2.538,-1.3,-14.4,1.1154,0.8583,0.4677,1.037,239.1,433.7,68.8,14.04,348.8,128.9,-672.8,-414.5,-405.6,21.4,25,112138.7,2,585,0,178,167,1,82.3,98,60.8,-140,6.5,51.2,0.5,96.6,-12.32,48.6,288,13.95,1,8.3,8,106.98,67.7,14.9,195.011,0.1,62.4,2.17,40.2,33.9,40,34.5,70.6,1762.3,2458.6,31.5
69.5,4359,30.1,72.7,-0.45,-0.15,-0.04,28.7,4.966,8.095,22.33,512,13.94,0.95,26.5,78.5,60.8,3.546,12.6,35,39.8,60.3,0.47,3.186,-1.3,-9.8,1.1248,0.8673,0.4929,0.9547,249.4,433.9,68.8,14,348.8,56.7,8.6,-38.6,516.2,24.1,26.8,112138.7,2,310,0,179,168,1,58.7,98,60.8,-140,6.5,51.2,0.5,96.6,-12.32,48.6,293,13.99,1,8.3,8,106.99,70.3,16,196.011,0.1,62.5,2.18,42.8,37.6,42.3,39,70.7,1741.8,2408.4,31.5
70,5430,36.3,72.7,-0.72,-0.27,0.04,28.7,4.966,8.095,22.33,512,13.94,0.95,26.6,78,60.8,4.262,17.5,35,70,48.1,0.76,3.92,-1.3,-1.4,1.1736,0.8591,0.4043,0.9752,285.2,434.5,68.8,13.89,349.2,303.1,265.3,-28.3,69.5,30.3,30.8,112138.7,2,1373,0,179,168,1,69.5,98,60.8,-140,6.5,51.3,0.5,96.6,-12.32,48.7,300,13.95,1,8.3,8,106.98,57.5,19.6,196.011,0.1,62.5,2.15,49.3,42.1,50,47.9,70.8,1894.3,2214.9,31.5
70.5,4944,18.4,72.7,-0.31,0.3,-0.04,28.7,4.966,8.095,23.33,512,13.93,0.95,26.6,56.1,60.8,2.066,7.7,29.8,127.7,68.6,0.42,1.646,-1.3,-10.1,0.9689,0.7823,0.6835,1.1551,288.9,434.1,68.9,13.86,351.1,-220.6,-165.6,470.6,486.4,26.5,29.5,112138.7,2,3537,0,189,159,1,33.8,98,60.8,-140,6.5,51.4,0.5,96.6,-12.33,48.7,306,13.92,1,8.3,8,106.98,48.4,17.9,197.011,0.1,62.6,2.16,47.1,43.1,46,42.7,70.9,1873.9,2318.2,31.5
71,4530,9,72.6,0.35,0.17,-0.06,28.7,4.966,8.095,23.33,512,13.93,0.95,26.6,53.7,60.8,1.908,7.2,15,90.6,61.7,0.38,1.486,-1.3,-7.5,0.8689,0.8791,0.8028,0.9398,286.4,431.6,68.9,13.9,353.1,-727.6,-516.4,400,959.2,27.4,29.7,112138.7,2,-475,0,191,156,1,-38.8,98,60.8,-140,6.5,51.5,0.5,96.6,-12.32,48.7,313,13.91,1,8.3,8,106.98,52,19.5,197.011,0.1,62.6,2.17,45,47.4,43.9,47.4,71.1,1766.4,2267.1,31.5
71.5,4500,23,72.6,0.55,0.01,-0.08,28.7,4.966,8.095,24.33,512,13.93,0.95,26.6,64.5,60.9,2.968,11.7,35,86.5,27.4,0.57,2.586,-1.3,-10.3,0.9815,1.087,0.6283,0.7224,270.7,432.7,68.9,13.95,353.4,124.5,500.9,-464.5,-485,24.9,27.8,112138.7,2,301,0,190,162,1,-69.7,98,60.8,-140,6.5,51.6,0.5,96.6,-12.32,48.7,319,13.92,1,8.3,8,106.97,53.5,16.6,198.011,0.1,62.7,2.17,39.4,45,40,45,71.2,1790.9,2509.8,31.5
72,4968,23,72.6,-0.45,-0.12,0,28.7,4.966,8.095,24.33,512,13.94,0.95,26.6,65.2,60.9,2.976,12.1,35,89.2,42.6,0.47,2.6,-1.3,-2.8,1.0524,0.8429,0.537,0.9484,277.4,433.4,68.9,14.04,351.1,332.8,275.3,-170.8,410.3,28.4,29.2,112138.7,2,-2,0,184,164,1,29.6,98,60.9,-140,6.5,51.7,0.5,96.6,-12.32,48.6,326,13.99,1,8.3,8,106.98,47.6,19.5,198.011,0.1,62.8,2.16,47.3,43.9,46.8,45.5,71.3,1819.6,2588.6,31.6
72.5,5289,22.4,72.6,-0.72,-0.08,-0.01,28.7,4.966,8.095,25.33,512,13.93,0.95,26.6,61,60.9,2.876,12.5,35,70,58.9,0.73,2.496,-1.3,-8.4,1.0614,0.7787,0.4772,1.065,299.2,429.5,69,14.03,352.6,-867.6,-748.9,-525.3,-59.4,29,31.7,112138.7,2,-11,0,190,158,1,63,98,60.9,-140,6.5,51.7,0.5,96.7,-12.34,48.6,333,14.04,1,8.3,8,106.98,42.5,17.6,199.011,0.1,62.8,2.13,51.4,44.5,50.5,47,71.4,1920,2477,31.6
73,5544,27.2,72.6,0.16,-0.15,-0.01,28.7,4.966,8.095,25.33,512,13.93,0.95,26.6,65.9,60.9,3.346,15.1,35,64.5,63.1,0.24,2.98,-1.3,0.1,0.9953,0.9154,0.7209,0.8484,308.2,431.2,69,14.02,353.4,181.7,1034.8,1834.9,828.4,31.8,31.7,112138.7,2,193,0,181,167,1,-9.7,98,60.9,-140,6.5,51.8,0.5,96.6,-12.34,48.6,340,14,1,8.3,8,106.98,40.1,13.5,199.011,0.1,62.9,2.14,50.8,51,51.4,51.8,71.5,1954.8,2442.2,31.6
73.5,7023,89.9,72.6,0.39,-0.66,0.06,28.7,4.966,8.095,26.33,512,13.88,0.95,26.6,95.6,61,7.048,35.5,35,45.2,50.8,0.76,6.802,-1.3,2.6,0.9941,1.0618,0.5012,0.5732,368.4,428.7,69,13.91,357.1,-499.5,41.9,-597.3,246.4,39.6,38.5,112138.7,2,11527,0,191,162,1,-31.9,98,60.9,-140,6.5,51.9,0.5,96.6,-12.32,48.6,308,13.94,1,8.3,8,106.98,40.7,12.8,200.011,0.1,63,2.13,59.3,62.5,66.3,65.2,71.6,2005,2293.7,31.6
74,9024,100,72.5,0.24,-0.63,0.63,28.7,4.966,8.095,26.33,512,13.84,0.95,26.6,94.5,61,7.542,54.7,35,53.5,32.9,0.63,7.3,-1.3,3,1.0547,1.0091,0.3823,0.6154,457.3,429.3,69,13.76,369.6,149.2,98.1,-285.9,-409.8,51.7,50.1,112138.7,2,108,0,187,164,1,-9.9,98,61,-140,6.5,51.9,0.5,96.6,-12.32,48.6,138,13.86,1,8.3,8,106.98,51.8,12.6,200.011,0.1,63.1,1.99,81.2,80.2,83.8,83.3,71.7,1932.2,2370.5,31.6
74.5,11310,100,72.5,-0.24,-0.46,0.07,28.7,4.966,8.095,0.22,512,13.49,0.95,26.7,90.6,61.1,7.398,68.3,35,78.2,70,0.51,7.134,-1.3,2.8,0.9433,0.8138,0.3346,0.7169,489.7,419.2,69.1,13.56,391.2,-1444.3,-1735.7,653.7,682.6,64.9,63.1,112138.7,3,0,0,188,163,1,-0.8,98,61,-140,6.5,51.9,0.5,96.6,-12.32,48.6,8,13.78,1,8.3,8,106.98,60.1,29.4,201.011,0.1,63.2,1.91,102.6,99.3,103.2,105.5,71.7,1974.2,2030.5,31.6
75,8886,8.3,72.4,-0.17,0.83,0.17,28.7,4.966,8.095,0.22,512,13.86,0.95,26.8,28.3,61.1,1.44,10.7,35,306.2,226.6,0.82,0.986,-1.3,-2.5,0.8319,0.7004,0.7854,1.1051,485.6,424.9,69,13.69,405.4,1015.4,1386.5,-494.8,-235.3,51.5,52.9,112138.8,3,-301,0,199,175,1,1.8,98,61,-140,6.6,51.8,0.5,96.6,-12.32,48.6,20,13.76,1,8.3,8,106.98,58.4,21.2,201.011,0.1,63.2,2.02,83.5,81.8,83.1,82.8,71.8,1850.3,1887.8,31.5
75.5,6381,8.3,72.3,-0.53,0.72,0.03,28.7,4.966,8.095,1.22,512,13.92,0.95,26.5,38.7,61.2,1.738,9.5,32.9,379.1,288.4,0.88,1.31,-1.2,-7,0.9492,0.678,0.7244,1.2559,424.1,431.2,69.2,13.9,405.3,599.2,1091.5,-386.7,39.4,37.7,40.5,112138.8,3,11,0,205,180,1,23.4,98,61,-140,6.7,51.8,0.5,96.6,-12.32,48.6,32,13.77,1,8.3,8,106.95,60,18,202.011,0.1,63.3,2.06,65,60.6,64.8,60,71.8,1885.1,2461.6,31.5
76,6732,30.6,72.2,-0.62,-0.03,-0.07,28.7,4.966,8.095,1.22,512,13.9,0.95,26.3,63.2,61.3,3.614,17,35,32.9,21.9,0.6,3.252,-1.2,-7.4,1.0307,0.7047,0.6012,1.1571,359.4,429.2,69.2,13.94,400,-693.7,-222.8,231.1,-18.9,33.3,36,112138.8,3,1494,0,204,180,1,37.7,98,61.1,-140,6.7,51.7,0.5,96.6,-12.32,48.7,40,13.89,1,8.3,8,106.97,73.3,9.4,202.011,0.1,63.4,2.09,58.4,53,56.9,54.3,71.8,1964,2387.1,31.4
76.5,6108,8.7,72.1,-0.95,0.1,-0.02,28.7,4.966,8.095,2.22,512,13.92,0.95,26.1,49.4,61.4,1.792,9.2,31.6,37,15,0.96,1.376,-1.2,-9.5,1.1024,0.7039,0.5319,1.3173,372.5,431.8,69.2,14.03,397.6,-982.9,-22.2,1370.1,1151.8,35.9,39.7,112138.8,3,-612,0,206,181,1,60,98,61.2,-140,6.7,51.6,0.5,96.6,-12.32,48.7,49,13.99,1,8.3,8,106.99,80.2,10.3,203.011,0.1,63.5,2.07,63.8,55,62,58.2,71.8,1892.3,2398.2,31.4
77,6264,24.9,72,-0.87,-0.1,0,28.7,4.966,8.095,2.22,512,13.91,0.95,26.1,60.3,61.5,3.076,15.7,35,39.8,28.8,0.88,2.696,-1.2,-1.1,1.1213,0.7425,0.5213,1.1319,347.8,432.3,69.3,13.98,394,495.9,148.3,-701.7,-808.7,35.9,36.4,112138.8,3,329,0,209,181,1,58.1,98,61.3,-140,6.6,51.7,0.5,96.6,-12.32,48.7,57,14.01,1,8.3,8,106.98,64.5,13.8,203.011,0.1,63.6,2.08,58.4,50.2,57.7,58.7,71.8,1868.8,1534.5,31.4
77.5,6111,22,71.9,-0.88,0,0.01,28.7,4.966,8.095,3.22,512,13.93,0.95,26.2,58.7,61.5,2.67,13.5,35,31.5,26,0.88,2.276,-1.2,-7.8,1.1307,0.7626,0.5268,1.1382,346,436.9,69.3,13.96,392.9,175.3,119.5,650.3,418.1,34.2,37.1,112138.8,3,-142,0,207,181,1,57.2,98,61.4,-140,6.6,51.7,0.5,96.6,-12.32,48.7,66,14.02,1,8.3,8,106.95,51.1,11.2,204.011,0.1,63.7,2.1,59.9,52.3,58.8,55,71.8,1953.7,2402.3,31.4
78,5790,18,71.9,-0.78,0.11,0,28.7,4.966,8.095,3.22,512,13.93,0.95,26.3,54.1,61.7,2.268,10.8,33.5,45.3,30.2,0.79,1.864,-1.2,-10.2,1.1185,0.7858,0.55,1.1405,342.5,435.5,69.4,14,390.6,542.5,314.2,327.8,42.2,32.3,35.9,112138.8,3,-56,0,206,179,1,55.5,98,61.5,-140,6.7,51.8,0.5,96.6,-12.32,48.7,74,13.99,1,8.3,8,106.96,45.6,10,204.011,0.1,63.8,2.12,57.7,50,56.6,51.4,71.8,1922,2282.5,31.3
78.5,5895,30.8,71.8,-0.67,-0.11,0.01,28.7,4.966,8.095,4.22,512,13.93,0.95,26.4,65.3,61.8,3.568,15.6,35,46.6,38.4,0.68,3.204,-1.2,-3.4,1.1346,0.8031,0.561,1.0665,322.3,434.5,69.5,13.98,388.3,255.9,258.1,157.5,-396.4,33.6,34.8,112138.8,3,2558,0,204,174,1,50.1,98,61.6,-140,6.7,51.8,0.5,96.7,-12.32,48.7,82,13.98,1,8.3,8,106.98,45.3,10.1,205.011,0.1,63.9,2.1,55.8,49.4,54.9,53.1,71.8,1972.2,2572,31.3
79,6840,28.8,71.8,-0.91,-0.18,0.09,28.7,4.966,8.095,4.22,512,13.92,0.95,26.4,63.1,61.9,3.406,19,35,61.7,42.5,0.92,3.034,-1.2,-1.8,1.178,0.8197,0.4236,1.074,362,434,69.5,13.94,388.3,16.1,-64.7,300.6,360.6,38.6,39.3,112138.8,3,-391,0,203,175,1,53.6,98,61.7,-140,6.8,51.9,0.5,96.7,-12.32,48.7,90,14.02,1,8.3,8,106.98,63.3,11.5,205.011,0.1,63.9,2.07,63.5,55,62.9,61.6,71.8,1906.6,2094.2,31.1
79.5,7758,53.3,71.8,-0.86,-0.35,0.32,28.7,4.966,8.095,5.22,512,13.89,0.95,26.4,82.4,62,5.448,34.6,35,45.2,15,0.97,5.14,-1.2,1.9,1.2787,0.8575,0.3106,0.9941,413.8,434.3,69.6,13.89,390.7,156.7,284.5,-468.6,287.8,44.4,43.6,112138.8,3,-2,0,200,178,1,46.5,98,61.8,-140,6.8,51.9,0.5,96.7,-12.32,48.7,99,14.04,1,8.3,8,106.97,73.9,11.1,206.011,0.1,64,2.04,70.6,62.2,72.2,72.2,71.8,1975.2,1787.8,31
80,6558,9.4,71.8,-0.19,0.39,0.09,28.7,4.966,8.095,5.22,512,13.92,0.95,26.4,41.6,62.1,1.726,9.4,33.8,214.2,215.6,0.42,1.298,-1.2,-4.5,0.8811,0.7516,0.7827,1.1283,413.9,429.3,69.6,13.9,395.2,-383.6,9.4,470.6,356.1,37.9,39.7,112138.8,3,-1080,0,205,179,1,7.1,98,61.9,-140,6.8,51.9,0.5,96.7,-12.32,48.7,108,13.96,1,8.3,8,106.95,58.1,20.7,206.011,0.1,64.2,2.05,63.8,61.7,62.4,61.3,71.8,2010.1,2437.1,31
80.5,5706,9.5,71.8,0.22,0.28,-0.09,28.7,4.966,8.095,6.22,512,13.93,0.95,26.4,45.9,62.2,1.862,8.9,23.5,125,118,0.36,1.438,-1.2,-2.5,0.8551,0.8736,0.7654,1.0024,346.9,433.3,69.6,13.92,391.1,-290.9,-343.9,756.7,252.8,32.1,32.9,112138.8,3,32,0,211,180,1,-20.7,98,62,-140,6.8,51.9,0.5,96.6,-12.32,48.7,117,13.89,1,8.3,8,106.98,47.2,10.9,207.011,0.1,64.2,2.12,51.9,52.9,51.4,52.6,71.8,1926,2289.6,31
81,5130,21.2,71.8,0.41,0.12,0.01,28.7,4.966,8.095,6.22,512,13.93,0.95,26.3,53.2,62.2,2.65,8.4,34.9,45.2,24.6,0.42,2.254,-1.2,-7.6,0.8791,0.9638,0.7909,0.922,298.7,430,69.7,13.93,388.3,314.7,130.8,-718.7,24.4,28.1,30.4,112138.9,3,4876,0,200,188,1,-40.6,98,62.1,-140,6.7,52,0.5,96.6,-12.32,48.7,124,13.88,1,8.3,8,106.98,54.1,16.2,207.011,0.1,64.2,2.13,45.1,48.5,45.2,48.3,71.8,1858.5,2116.6,31
81.5,5496,22.9,71.9,0.71,-0.06,-0.01,28.7,4.966,8.095,7.22,512,13.93,0.95,26.3,62,62.3,2.91,13.5,35,52.1,20.5,0.71,2.524,-1.2,-7.9,0.915,1.1028,0.7728,0.724,301.7,433,69.7,13.96,386,-590.9,-719.2,-99.5,230,30.4,33.1,112138.9,3,-446,0,198,183,1,-66.6,98,62.2,-140,6.6,52,0.5,96.6,-12.32,48.7,131,13.89,1,8.3,8,106.98,59.4,13.6,208.011,0.1,64.3,2.13,47.5,53.9,48.8,54,71.8,1948.6,2145.2,31
82,5991,25.4,71.9,-0.32,-0.26,-0.08,28.7,4.966,8.095,7.22,512,13.93,0.95,26.3,63.8,62.4,3.26,16,35,90.6,43.9,0.4,2.888,-1.2,-1.9,1.0453,0.8583,0.5012,0.8843,322,431.5,69.7,14.02,386,-855.9,608.4,-889.5,563.7,34.2,34.9,112138.9,3,-853,0,209,179,1,14.9,98,62.3,-140,6.6,52.1,0.5,96.6,-12.32,48.7,138,13.95,1,8.3,8,106.98,59.3,11.2,208.011,0.1,64.3,2.14,56.5,52.7,56.2,54.9,71.8,1954.8,2134.9,31
82.5,5028,10.2,71.9,-0.38,0.17,-0.07,28.7,4.966,8.095,8.22,512,13.95,0.95,26.4,47.8,62.5,1.816,7.7,17.4,61.7,35.7,0.4,1.396,-1.2,-5.6,1.0134,0.8079,0.6591,1.0575,305.8,434.5,69.9,13.99,386,19.7,220.9,-214.2,-287.8,30.1,31.9,112138.9,3,533,0,202,178,1,28.6,98,62.3,-140,6.6,52.1,0.5,96.7,-12.32,48.7,145,14,1,8.3,8,106.97,59,15.2,209.011,0.1,64.4,2.15,51.6,47.8,51,48.5,71.8,1988.6,2166.7,31
83,4257,9.2,71.9,-0.58,0.47,0.01,28.7,4.966,8.095,8.22,512,13.95,0.95,26.4,53.3,62.5,2.014,7.2,12.7,239,195,0.73,1.604,-1.2,-20.1,0.9862,0.7311,0.7547,1.2791,266.4,436.3,69.9,14.02,383.7,-412.5,-331.7,1027.9,1380.9,21.3,26.7,112138.9,3,-95,0,214,178,1,61.9,98,62.4,-140,6.5,52.2,0.5,96.7,-12.32,48.7,152,13.99,1,8.3,8,106.98,58.3,17.4,209.011,0.1,64.4,2.15,42.8,37,41.2,34.6,71.8,1806.3,1939.4,31.1
83.5,3954,29.3,72,-0.48,0.1,-0.04,28.7,4.966,8.095,9.22,512,13.94,0.95,26.4,76.2,62.7,3.608,8.4,35,34.3,10.9,0.48,3.244,-1.2,-16.6,1.0535,0.8193,0.6236,1.1189,225.2,434.8,69.9,13.93,381.3,89.2,-23.1,-240.9,-268.9,19.6,23.5,112138.9,3,7414,0,207,176,1,82.7,98,62.5,-140,6.5,52.2,0.5,96.7,-12.32,48.7,158,13.99,1,8.3,8,106.99,57.1,13.9,210.011,0.1,64.5,2.17,38,32,36.6,31.5,71.8,1755.1,1961.9,31.1
84,3684,8.9,72,-0.61,0.49,-0.07,28.7,4.966,8.095,9.22,512,13.94,0.95,26.4,67,62.7,2.094,6,10,43.9,26,0.76,1.682,-1.2,-24.8,1.0752,0.8146,0.6591,1.2319,218.6,433.5,69.9,14.01,381,-368.6,-672,1102,861.7,18.3,24.4,112138.9,3,-65,0,196,190,1,105.2,98,62.6,-140,6.5,52.3,0.5,96.7,-12.32,48.7,164,14,1,8.3,8,106.97,54.3,14.9,210.011,0.1,64.5,2.19,38.3,31.1,36.4,29.1,71.9,1632.2,2019.2,31.2
84.5,3780,13.8,72,-0.51,0.03,-0.05,28.7,4.966,8.095,10.22,512,13.96,0.95,26.4,72.1,62.7,2.538,8.5,17.8,67.2,34.3,0.51,2.144,-1.2,-19.4,1.1638,0.8791,0.5157,1.0311,221.6,429.1,70,14.02,381.3,68.6,-6.9,648.9,25,20,24.9,112138.9,3,-1541,0,213,172,1,87,98,62.7,-140,6.5,52.4,0.5,96.7,-12.32,48.7,169,13.99,1,8.3,8,106.95,55.8,14.3,211.011,0.1,64.6,2.2,39.7,32.7,38.4,32.2,71.9,1711,1942.5,31.2
85,3177,8.3,72.2,0.22,0.24,0.01,28.7,4.966,8.095,10.22,512,13.96,0.95,26.4,67.9,62.9,2.102,5.6,10,58.9,54.8,0.32,1.696,-1.3,-5.7,0.9331,0.885,0.7945,0.9587,203.6,432.2,70,14.03,378.9,-210.9,-164.5,672.8,-141.4,18,19.1,112138.9,3,-182,0,192,191,1,-27,98,62.8,-140,6.6,52.5,0.5,96.6,-12.32,48.7,173,13.92,1,8.3,8,106.98,72.7,14.6,211.011,0.1,64.6,2.22,29.1,30.3,28.6,30.2,72,1553.3,1873.9,31.3
